City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
236,Caramay,PH,2020-12-28 01:01:27,10.18,119.24,82.4,77,98,5.39,overcast clouds
237,Victoria,HK,2020-12-28 00:54:02,22.29,114.16,70.0,70,0,13.15,clear sky
238,Witu,KE,2020-12-28 01:01:27,-2.39,40.44,73.31,92,0,3.2,clear sky
239,Energetik,RU,2020-12-28 01:01:28,51.74,58.79,24.01,98,100,13.58,snow
240,Sorong,ID,2020-12-28 00:54:23,-0.88,131.25,83.64,74,82,7.92,broken clouds
241,Richards Bay,ZA,2020-12-28 00:53:45,-28.78,32.04,73.71,81,65,10.98,broken clouds
242,Saint-Louis,SN,2020-12-28 00:54:00,16.33,-15.0,82.4,30,0,2.24,clear sky
243,Hobyo,SO,2020-12-28 00:53:48,5.35,48.53,77.32,77,35,16.98,scattered clouds
244,Novikovo,RU,2020-12-28 01:01:29,51.15,37.89,15.03,96,0,3.44,clear sky
245,La Palma,US,2020-12-28 01:01:29,33.85,-118.05,59.0,67,1,9.17,clear sky
246,Ginir,ET,2020-12-28 01:01:29,7.13,40.7,54.0,45,0,5.23,clear sky
247,Norman Wells,CA,2020-12-28 00:53:53,65.28,-126.83,-7.6,83,75,3.36,broken clouds
248,Laguna,US,2020-12-28 00:54:59,38.42,-121.42,55.4,54,1,5.82,clear sky
249,Xunchang,CN,2020-12-28 01:01:30,28.45,104.72,46.99,78,100,2.13,overcast clouds
250,Nkwerre,NG,2020-12-28 01:01:30,5.76,7.11,74.66,87,42,4.09,scattered clouds
251,Nouadhibou,MR,2020-12-28 00:54:37,20.93,-17.03,66.2,82,0,9.17,clear sky
252,Sibolga,ID,2020-12-28 00:57:35,1.74,98.78,79.39,69,100,2.68,overcast clouds
253,Fairbanks,US,2020-12-28 00:50:03,64.84,-147.72,-2.2,77,90,4.16,overcast clouds
254,Sechura,PE,2020-12-28 00:53:19,-5.56,-80.82,71.96,71,99,15.55,overcast clouds
255,Udachnyy,RU,2020-12-28 01:01:32,66.42,112.4,-4.0,76,90,8.95,light snow
256,Luderitz,NA,2020-12-28 00:54:25,-26.65,15.16,64.4,72,0,19.46,clear sky
257,Evensk,RU,2020-12-28 00:55:23,61.95,159.23,3.38,83,30,11.07,scattered clouds
258,Rio Gallegos,AR,2020-12-28 01:01:32,-51.62,-69.22,66.2,16,0,17.22,clear sky
259,Nefteyugansk,RU,2020-12-28 00:58:03,61.1,72.6,-5.8,76,90,15.66,light snow
260,Cuenca,EC,2020-12-28 00:59:37,-2.88,-78.98,55.4,82,75,11.41,broken clouds
261,Mahon,ES,2020-12-28 01:01:33,39.89,4.27,57.2,71,0,25.28,clear sky
262,Storforshei,NO,2020-12-28 01:01:33,66.4,14.52,21.6,89,100,10.07,overcast clouds
263,Sarahan,IN,2020-12-28 01:01:33,31.52,77.8,29.34,83,100,1.97,light snow
264,Kapit,MY,2020-12-28 00:54:28,2.02,112.93,79.65,85,92,1.07,overcast clouds
265,Tukrah,LY,2020-12-28 01:01:35,32.53,20.58,57.4,62,0,10.22,clear sky
266,Palafrugell,ES,2020-12-28 01:01:35,41.92,3.16,52.0,25,0,28.59,clear sky
267,Serabu,SL,2020-12-28 01:01:35,7.8,-12.05,74.59,95,0,1.34,clear sky
268,Karratha,AU,2020-12-28 00:55:11,-20.74,116.85,87.53,58,98,10.89,overcast clouds
269,Nome,US,2020-12-28 00:54:53,64.5,-165.41,27.0,92,90,26.4,light snow
270,Hami,CN,2020-12-28 00:53:51,42.8,93.45,13.84,84,0,10.29,clear sky
271,Owando,CG,2020-12-28 00:55:23,-0.48,15.9,72.0,91,100,1.72,overcast clouds
272,Durban,ZA,2020-12-28 01:01:36,-29.86,31.03,73.4,78,40,8.05,light rain
273,Kurumkan,RU,2020-12-28 01:01:36,54.3,110.3,-14.37,77,100,3.8,overcast clouds
274,Fuling,CN,2020-12-28 01:01:37,29.7,107.39,49.41,74,100,1.3,overcast clouds
275,Iturama,BR,2020-12-28 01:01:37,-19.73,-50.2,75.43,74,11,5.21,few clouds
276,Port Elizabeth,ZA,2020-12-28 00:54:28,-33.92,25.57,62.6,82,0,9.17,clear sky
277,Baykit,RU,2020-12-28 00:58:06,61.67,96.37,-31.9,78,5,1.28,clear sky
278,Necochea,AR,2020-12-28 00:54:46,-38.55,-58.74,73.0,76,0,20.27,clear sky
279,Port Lincoln,AU,2020-12-28 00:55:28,-34.73,135.87,59.65,51,99,7.94,overcast clouds
280,Abha,SA,2020-12-28 01:01:38,18.22,42.51,51.8,57,0,1.99,clear sky
281,Bahir Dar,ET,2020-12-28 01:00:32,11.59,37.39,62.24,51,64,3.15,broken clouds
282,Jiangyou,CN,2020-12-28 01:01:38,31.77,104.72,47.32,61,78,2.8,broken clouds
283,Mount Gambier,AU,2020-12-28 00:53:30,-37.83,140.77,62.6,48,96,13.87,overcast clouds
284,Upata,VE,2020-12-28 01:01:39,8.01,-62.4,80.01,79,15,3.0,few clouds
285,Dordrecht,NL,2020-12-28 01:01:39,51.81,4.67,39.0,94,0,3.0,clear sky
286,Hongjiang,CN,2020-12-28 01:01:39,27.11,110.0,53.42,76,85,1.25,overcast clouds
287,Naze,JP,2020-12-28 01:01:39,28.37,129.48,69.8,72,75,12.75,broken clouds
288,Itacarambi,BR,2020-12-28 01:01:39,-15.1,-44.09,72.07,68,20,3.15,few clouds
289,Eyl,SO,2020-12-28 01:01:40,7.98,49.82,75.15,70,21,19.24,few clouds
290,Pisco,PE,2020-12-28 00:54:02,-13.7,-76.22,69.8,83,75,16.11,broken clouds
291,Wattegama,LK,2020-12-28 01:01:40,6.8,81.48,71.6,100,20,1.12,few clouds
292,Monze,ZM,2020-12-28 01:01:41,-16.28,27.48,67.19,93,77,4.61,light rain
293,Vredendal,ZA,2020-12-28 01:01:41,-31.67,18.5,57.43,81,0,2.89,clear sky
294,Yantal,RU,2020-12-28 01:01:41,56.85,105.25,-31.88,80,100,2.15,overcast clouds
295,Nizhniy Kuranakh,RU,2020-12-28 01:01:41,58.84,125.49,-25.92,81,100,8.43,overcast clouds
296,Upernavik,GL,2020-12-28 00:53:55,72.79,-56.15,18.34,81,100,9.13,overcast clouds
297,Madisonville,US,2020-12-28 00:59:11,37.33,-87.5,57.2,28,90,13.87,overcast clouds
298,Muzhi,RU,2020-12-28 01:01:42,65.37,64.67,-16.28,88,100,13.71,light snow
299,Dabra,IN,2020-12-28 01:01:42,25.9,78.33,51.24,62,0,8.12,clear sky
300,Rayong,TH,2020-12-28 01:01:42,12.83,101.43,77.0,96,49,1.57,scattered clouds
301,Tandil,AR,2020-12-28 01:00:03,-37.32,-59.13,73.99,76,40,1.99,scattered clouds
302,Vila Velha,BR,2020-12-28 00:53:27,-20.33,-40.29,77.0,88,20,9.17,few clouds
303,Rosita,NI,2020-12-28 01:01:43,13.93,-84.4,72.21,77,99,4.99,overcast clouds
304,Lahij,YE,2020-12-28 01:01:43,13.17,44.58,68.4,75,61,8.16,broken clouds
305,Tahta,EG,2020-12-28 01:01:44,26.77,31.5,51.8,71,0,4.7,clear sky
306,Porto Belo,BR,2020-12-28 01:01:30,-27.16,-48.55,75.2,78,75,10.29,broken clouds
307,Taksimo,RU,2020-12-28 01:01:44,56.34,114.88,-22.76,78,95,3.8,overcast clouds
308,Kavaratti,IN,2020-12-28 00:54:22,10.57,72.64,81.48,65,0,7.83,clear sky
309,Namtsy,RU,2020-12-28 01:01:44,62.72,129.67,-47.2,57,100,2.24,mist
310,Russell,US,2020-12-28 00:55:00,32.35,-85.2,48.2,76,1,3.36,clear sky
311,San Fernando,PH,2020-12-28 01:01:45,15.03,120.69,75.2,88,75,2.24,broken clouds
312,Bilma,NE,2020-12-28 00:54:22,18.69,12.92,58.15,36,0,4.65,clear sky
313,Sabha,LY,2020-12-28 00:58:04,27.04,14.43,44.08,57,19,4.36,few clouds
314,Hovd,MN,2020-12-28 01:01:46,48.01,91.64,-6.86,81,0,1.72,clear sky
315,Khatanga,RU,2020-12-28 00:54:03,71.97,102.5,-22.45,86,100,14.16,overcast clouds
316,Ugoofaaru,MV,2020-12-28 01:01:46,5.67,73.0,81.14,74,56,6.22,light rain
317,Tinskoy,RU,2020-12-28 01:01:47,56.15,96.92,-35.88,80,0,1.54,clear sky
318,Panaba,MX,2020-12-28 01:01:47,21.28,-88.27,64.92,89,0,7.63,clear sky
319,Okhotsk,RU,2020-12-28 01:01:47,59.38,143.3,-29.61,74,0,15.66,clear sky
320,Marawi,PH,2020-12-28 00:54:33,8.0,124.29,78.33,73,30,0.34,moderate rain
321,Nuuk,GL,2020-12-28 00:58:24,64.18,-51.72,55.4,47,100,10.29,light rain
322,Sao Filipe,CV,2020-12-28 00:54:14,14.9,-24.5,75.04,76,81,6.46,broken clouds
323,Batticaloa,LK,2020-12-28 00:54:34,7.71,81.69,77.63,86,100,6.96,moderate rain
324,Vestmannaeyjar,IS,2020-12-28 00:54:55,63.44,-20.27,36.23,79,0,29.3,clear sky
325,Roald,NO,2020-12-28 01:01:48,62.58,6.13,45.0,52,100,9.17,overcast clouds
326,Arlit,NE,2020-12-28 01:01:48,18.74,7.39,61.45,29,0,5.01,clear sky
327,Kang,BW,2020-12-28 01:01:49,-23.68,22.79,77.38,48,100,6.04,overcast clouds
328,Osoyoos,CA,2020-12-28 01:00:43,49.03,-119.45,33.8,86,100,3.36,overcast clouds
329,Malanje,AO,2020-12-28 00:51:28,-9.54,16.34,66.24,89,100,5.53,overcast clouds
330,Adrar,MR,2020-12-28 00:53:35,20.5,-10.07,69.4,26,100,3.8,overcast clouds
331,Havre-Saint-Pierre,CA,2020-12-28 00:55:00,50.23,-63.6,15.8,72,90,10.29,overcast clouds
332,Araguari,BR,2020-12-28 01:01:50,-18.65,-48.19,69.06,86,100,3.83,overcast clouds
333,Ati,TD,2020-12-28 01:01:50,13.22,18.34,69.15,23,0,11.77,clear sky
334,Maniitsoq,GL,2020-12-28 01:01:51,65.42,-52.9,40.32,87,100,24.49,light rain
335,Ekibastuz,KZ,2020-12-28 01:01:51,51.67,75.37,-0.6,78,0,8.61,clear sky
336,Lompoc,US,2020-12-28 00:53:53,34.64,-120.46,57.2,67,1,12.75,clear sky
337,Takoradi,GH,2020-12-28 01:01:51,4.88,-1.76,79.23,86,9,7.38,clear sky
338,Sistranda,NO,2020-12-28 01:01:51,63.73,8.83,44.6,52,0,29.97,clear sky
339,Valer,NO,2020-12-28 01:01:52,60.68,11.83,33.01,94,90,8.05,light snow
340,Alofi,NU,2020-12-28 00:54:12,-19.06,-169.92,82.4,83,75,9.17,shower rain
341,Raahe,FI,2020-12-28 00:57:22,64.68,24.48,30.2,86,90,17.22,light snow
342,Nehe,CN,2020-12-28 01:01:53,48.48,124.83,-12.3,83,2,7.74,clear sky
343,Humboldt,US,2020-12-28 01:01:53,40.67,-123.92,48.99,93,1,11.41,clear sky
344,Kaohsiung,TW,2020-12-28 00:57:06,22.62,120.31,71.6,73,40,4.7,scattered clouds
345,Balsas,BR,2020-12-28 00:59:18,-7.53,-46.04,77.16,72,36,2.91,scattered clouds
346,Samarai,PG,2020-12-28 00:53:51,-10.62,150.67,86.83,71,71,16.08,broken clouds
347,Fortuna,US,2020-12-28 00:54:31,40.6,-124.16,48.99,93,1,11.41,clear sky
348,Muroto,JP,2020-12-28 00:54:34,33.28,134.15,55.4,62,40,20.8,scattered clouds
349,Changji,CN,2020-12-28 01:01:54,44.02,87.32,8.6,92,75,2.24,light snow
350,Kidal,ML,2020-12-28 00:59:26,18.44,1.41,61.74,28,0,8.84,clear sky
351,Caninde,BR,2020-12-28 01:00:37,-4.36,-39.31,75.74,75,1,3.11,clear sky
352,California City,US,2020-12-28 01:01:55,35.13,-117.99,55.4,57,40,5.82,scattered clouds
353,Maputo,MZ,2020-12-28 01:01:55,-25.97,32.59,80.6,88,20,5.82,light rain
354,Jawhar,SO,2020-12-28 01:01:55,2.78,45.5,72.32,81,54,12.06,broken clouds
355,Deputatskiy,RU,2020-12-28 01:01:55,69.3,139.9,-18.22,88,100,8.03,overcast clouds
356,Ponta Delgada,PT,2020-12-28 00:54:30,37.73,-25.67,53.6,76,75,6.93,light intensity shower rain
357,Marsa Matruh,EG,2020-12-28 00:54:20,31.35,27.25,53.6,93,0,4.7,clear sky
358,Kasongo,CD,2020-12-28 01:01:01,-4.45,26.67,68.43,100,100,5.97,moderate rain
359,Belgrade,RS,2020-12-28 01:00:03,44.8,20.47,42.8,81,0,21.92,clear sky
360,Saint-Philippe,RE,2020-12-28 00:53:28,-21.36,55.77,77.0,78,0,3.36,clear sky
361,Grand Baie,MU,2020-12-28 01:01:56,-20.02,57.58,75.99,86,68,7.0,moderate rain
362,Vao,NC,2020-12-28 00:54:29,-22.67,167.48,77.31,76,4,11.41,clear sky
363,Assiniboia,CA,2020-12-28 01:01:57,49.63,-105.98,19.4,85,100,11.41,overcast clouds
364,Bulgan,MN,2020-12-28 00:54:22,48.81,103.53,-15.9,81,1,2.37,clear sky
365,Basco,PH,2020-12-28 01:01:57,20.45,121.97,75.7,87,94,32.68,overcast clouds
366,Zeya,RU,2020-12-28 01:01:57,53.75,127.27,-25.17,74,14,2.28,few clouds
367,Riyadh,SA,2020-12-28 00:52:18,24.69,46.72,48.2,70,0,4.18,clear sky
368,Tigil,RU,2020-12-28 01:01:58,57.8,158.67,2.66,94,99,1.63,overcast clouds
369,Acarau,BR,2020-12-28 01:01:58,-2.89,-40.12,79.57,76,1,18.5,clear sky
370,Tilichiki,RU,2020-12-28 01:01:59,60.47,166.1,-4.16,91,100,13.24,overcast clouds
371,Port Macquarie,AU,2020-12-28 00:53:58,-31.43,152.92,84.0,74,100,1.01,moderate rain
372,Port Moresby,PG,2020-12-28 01:01:59,-9.44,147.18,87.8,62,5,5.82,haze
373,Bowen,AU,2020-12-28 01:01:59,-20.02,148.23,82.4,74,75,14.99,broken clouds
374,Antofagasta,CL,2020-12-28 00:53:40,-23.65,-70.4,68.0,72,40,8.05,scattered clouds
375,Mazamari,PE,2020-12-28 01:02:00,-11.33,-74.53,68.58,84,100,0.49,light rain
376,Neryungri,RU,2020-12-28 01:02:00,56.67,124.65,-29.72,81,100,7.87,overcast clouds
377,Salekhard,RU,2020-12-28 01:02:00,66.53,66.6,-24.54,85,100,19.77,light snow
378,Eureka,US,2020-12-28 00:55:13,40.8,-124.16,48.99,79,92,5.95,overcast clouds
379,Kushima,JP,2020-12-28 01:02:01,31.46,131.23,53.6,87,20,2.24,fog
380,Benghazi,LY,2020-12-28 00:54:06,32.12,20.07,60.98,59,46,9.35,scattered clouds
381,Port Hardy,CA,2020-12-28 00:58:23,50.7,-127.42,44.6,93,75,3.76,broken clouds
382,Bemidji,US,2020-12-28 01:01:15,47.47,-94.88,10.4,92,1,5.82,clear sky
383,Hauterive,FR,2020-12-28 01:02:01,46.09,3.45,44.6,80,0,18.34,clear sky
384,Zolotkovo,RU,2020-12-28 01:02:02,55.53,41.11,8.06,95,0,2.77,clear sky
385,Kopavogur,IS,2020-12-28 01:01:52,64.11,-21.91,33.8,69,75,25.28,shower rain
386,Nizhnevartovsk,RU,2020-12-28 01:02:02,60.93,76.55,-18.4,75,90,20.13,snow
387,Yanam,IN,2020-12-28 00:53:57,16.73,82.22,66.2,93,55,3.91,mist
388,Kedrovyy,RU,2020-12-28 01:02:03,56.17,91.82,-43.6,64,40,2.24,mist
389,Shache,CN,2020-12-28 00:56:15,38.42,77.24,27.09,84,100,2.39,snow
390,Praxedis Guerrero,MX,2020-12-28 01:02:04,31.37,-106.02,64.4,17,20,5.82,few clouds
391,Cap Malheureux,MU,2020-12-28 01:00:02,-19.98,57.61,75.99,86,25,7.0,moderate rain
392,Trinidad,BO,2020-12-28 01:02:04,-14.83,-64.9,74.05,98,100,5.26,moderate rain
393,Comodoro Rivadavia,AR,2020-12-28 00:55:30,-45.87,-67.5,73.4,69,40,5.82,scattered clouds
394,Moberly,US,2020-12-28 01:02:05,39.42,-92.44,37.99,72,11,4.0,few clouds
395,Mana,GF,2020-12-28 00:58:52,5.66,-53.78,78.03,87,9,9.6,clear sky
396,Porosozero,RU,2020-12-28 01:02:05,62.72,32.73,16.21,96,100,8.21,light snow
397,Mehran,IR,2020-12-28 01:02:06,33.12,46.16,41.0,44,75,2.24,broken clouds
398,Luena,AO,2020-12-28 01:00:24,-11.78,19.92,63.66,96,100,3.62,light rain
399,Mfou,CM,2020-12-28 01:02:06,3.72,11.64,71.6,100,75,2.24,broken clouds
400,Dingle,PH,2020-12-28 00:55:25,11.0,122.67,80.78,82,100,0.87,light rain
401,Koppies,ZA,2020-12-28 01:02:07,-27.24,27.57,69.17,52,1,1.59,clear sky
402,Chlorakas,CY,2020-12-28 01:02:07,34.8,32.41,51.8,66,100,9.17,overcast clouds
403,Sioux Lookout,CA,2020-12-28 00:54:13,50.1,-91.92,15.8,85,90,5.82,light snow
404,Baruun-Urt,MN,2020-12-28 00:54:41,46.68,113.28,-16.42,79,100,13.15,overcast clouds
405,Akot,IN,2020-12-28 01:02:08,21.1,77.06,60.82,57,0,1.54,clear sky
406,Kyren,RU,2020-12-28 01:02:08,51.68,102.14,-17.99,77,87,0.69,overcast clouds
407,Asau,RO,2020-12-28 01:02:09,46.43,26.4,35.01,80,100,2.37,overcast clouds
408,Wielun,PL,2020-12-28 01:02:09,51.22,18.57,33.01,74,99,15.82,overcast clouds
409,Cabra,ES,2020-12-28 01:02:09,37.47,-4.44,42.01,75,0,7.36,clear sky
410,Iquitos,PE,2020-12-28 01:02:09,-3.75,-73.25,77.0,88,0,2.24,clear sky
411,Bogorodskoye,RU,2020-12-28 01:02:10,56.55,37.88,5.97,93,22,3.44,few clouds
412,Port Hedland,AU,2020-12-28 00:54:22,-20.32,118.57,87.8,66,75,9.17,broken clouds
413,Haukipudas,FI,2020-12-28 01:02:11,65.18,25.35,30.2,86,90,17.22,light snow
414,Patterson,US,2020-12-28 01:02:11,37.47,-121.13,55.0,66,75,8.05,broken clouds
415,Yulara,AU,2020-12-28 00:59:25,-25.24,130.99,77.0,36,0,14.99,clear sky
416,Mazagao,BR,2020-12-28 00:59:00,-0.12,-51.29,80.6,88,75,3.36,light rain
417,Turukhansk,RU,2020-12-28 00:59:17,65.82,87.98,-36.04,81,2,5.01,clear sky
418,San Quintin,MX,2020-12-28 00:54:58,30.48,-115.95,60.33,75,99,13.35,overcast clouds
419,Seymchan,RU,2020-12-28 00:54:05,62.88,152.43,-32.13,82,99,2.08,overcast clouds
420,Waipawa,NZ,2020-12-28 01:02:12,-41.41,175.52,59.0,51,68,21.92,broken clouds
421,Suzun,RU,2020-12-28 01:02:13,53.78,82.31,-24.81,84,98,4.56,overcast clouds
422,Grand Valley,CA,2020-12-28 01:02:13,43.9,-80.32,28.99,86,100,13.87,overcast clouds
423,Carrboro,US,2020-12-28 01:01:00,35.91,-79.08,36.0,77,100,3.11,overcast clouds
424,Hirara,JP,2020-12-28 00:59:07,24.8,125.28,69.8,77,75,16.11,broken clouds
425,Kashi,CN,2020-12-28 00:53:36,39.45,75.98,19.4,85,75,6.71,light snow
426,North Bend,US,2020-12-28 00:54:53,43.41,-124.22,48.99,76,1,4.7,clear sky
427,Priargunsk,RU,2020-12-28 01:02:14,50.37,119.1,-26.9,83,0,2.24,clear sky
428,Bambari,CF,2020-12-28 01:02:14,5.77,20.68,75.43,38,78,1.41,broken clouds
429,Ustka,PL,2020-12-28 01:02:14,54.58,16.86,37.63,75,95,25.77,overcast clouds
430,Nacogdoches,US,2020-12-28 01:02:15,31.6,-94.63,64.4,72,40,3.36,scattered clouds
431,Saint-Joseph,RE,2020-12-28 01:02:15,-21.37,55.62,77.0,78,0,3.36,clear sky
432,Key West,US,2020-12-28 01:02:15,24.56,-81.78,66.2,82,40,8.05,scattered clouds
433,Rorvik,NO,2020-12-28 01:02:15,64.86,11.24,43.68,66,100,41.18,overcast clouds
434,Westport,US,2020-12-28 00:53:39,41.14,-73.36,35.6,55,1,11.41,clear sky
435,Steamboat Springs,US,2020-12-28 00:57:31,40.48,-106.83,30.2,73,75,3.36,broken clouds
436,Giyani,ZA,2020-12-28 01:02:16,-23.3,30.72,75.27,80,0,1.95,clear sky
437,Aripuana,BR,2020-12-28 00:59:45,-9.17,-60.63,70.77,99,100,0.65,moderate rain
438,Bonfim,BR,2020-12-28 01:02:16,3.08,-59.95,79.81,71,95,7.56,overcast clouds
439,Juneau,US,2020-12-28 00:55:49,58.3,-134.42,33.01,94,75,18.34,light snow
440,Bambanglipuro,ID,2020-12-28 01:00:50,-7.95,110.28,82.54,71,35,1.79,moderate rain
441,Gusau,NG,2020-12-28 01:02:17,12.16,6.66,64.49,28,60,8.93,broken clouds
442,Houston,US,2020-12-28 01:02:11,29.76,-95.36,68.0,77,90,13.87,overcast clouds
443,San Patricio,US,2020-12-28 00:53:42,28.02,-97.52,69.8,82,1,10.29,clear sky
444,Kaseda,JP,2020-12-28 01:02:17,31.42,130.32,53.6,87,20,2.24,fog
445,Waddan,LY,2020-12-28 01:02:18,29.16,16.14,48.27,53,0,3.47,clear sky
446,Vilyuysk,RU,2020-12-28 00:54:44,63.76,121.62,-3.64,92,100,7.67,light snow
447,Rawson,AR,2020-12-28 00:54:57,-43.3,-65.1,72.54,56,33,7.87,light rain
448,Kishni,IN,2020-12-28 01:02:19,27.02,79.26,53.65,44,0,4.7,clear sky
449,Charlestown,AU,2020-12-28 01:01:52,-32.95,151.67,84.0,56,87,11.01,overcast clouds
450,Novouzensk,RU,2020-12-28 01:02:20,50.46,48.14,15.87,96,0,5.99,clear sky
451,Gondanglegi,ID,2020-12-28 01:02:20,-7.75,112.01,80.85,81,100,5.86,overcast clouds
452,Tupaciguara,BR,2020-12-28 01:01:49,-18.59,-48.7,69.48,91,100,3.29,moderate rain
453,Fukue,JP,2020-12-28 00:54:06,32.69,128.84,55.4,71,20,12.75,few clouds
454,Chake Chake,TZ,2020-12-28 01:02:21,-5.25,39.77,78.01,83,93,10.49,overcast clouds
455,Zabol,AF,2020-12-28 01:02:21,32.25,67.25,22.8,85,0,8.46,clear sky
456,Mount Isa,AU,2020-12-28 00:53:18,-20.73,139.5,77.0,78,51,3.36,broken clouds
457,Young,UY,2020-12-28 01:02:21,-32.68,-57.63,77.45,49,5,9.75,clear sky
458,Mantua,IT,2020-12-28 01:02:22,45.17,10.78,34.0,92,100,5.01,light snow
459,Vammala,FI,2020-12-28 01:02:22,61.33,22.9,32.0,80,90,14.99,overcast clouds
460,Ilulissat,GL,2020-12-28 00:50:01,69.22,-51.1,28.4,63,100,2.24,overcast clouds
461,Hasaki,JP,2020-12-28 00:54:33,35.73,140.83,45.0,87,75,2.24,broken clouds
462,Cicero Dantas,BR,2020-12-28 01:02:23,-10.6,-38.38,69.12,89,88,8.14,overcast clouds
463,Catalca,TR,2020-12-28 01:02:23,41.14,28.46,57.2,62,0,10.29,clear sky
464,Benguela,AO,2020-12-28 01:02:23,-12.58,13.41,75.02,77,100,3.02,overcast clouds
465,Podbrdo,BA,2020-12-28 01:02:23,44.44,17.01,33.8,98,90,2.24,mist
466,Ilo,PE,2020-12-28 01:02:24,-17.64,-71.34,69.87,79,51,5.48,broken clouds
467,Inhambane,MZ,2020-12-28 00:51:34,-23.86,35.38,76.24,84,1,3.29,clear sky
468,Kismayo,SO,2020-12-28 00:58:32,-0.36,42.55,78.67,81,0,17.65,clear sky
469,Salalah,OM,2020-12-28 00:54:50,17.02,54.09,71.6,64,0,11.41,clear sky
470,Aswan,EG,2020-12-28 00:58:09,24.09,32.91,61.05,73,17,7.45,few clouds
471,Matara,LK,2020-12-28 00:54:24,5.95,80.54,74.5,90,14,3.24,few clouds
472,Ilhabela,BR,2020-12-28 01:02:25,-23.78,-45.36,74.97,87,100,3.04,overcast clouds
473,Noyabrsk,RU,2020-12-28 00:59:03,63.2,75.45,-19.64,87,100,25.41,overcast clouds
474,Swift Current,CA,2020-12-28 01:02:25,50.28,-107.8,17.6,92,90,12.75,light snow
